crate_name,category,text,id,count
virt,foreign_functions,"domain_snapshot::sys::virDomainSnapshot",5,1
virt,foreign_functions,"storage_vol::sys::virStorageVol",5,1
solana-geyser-plugin-scaffold,rust_functions,"dyn solana_geyser_plugin_interface::geyser_plugin_interface::GeyserPlugin",14,1
nfc-sys,foreign_functions,"[i8; 1024]",8,1
axe_fx_midi,rust_functions,"parse::FractalModel",5,1
axe_fx_midi,rust_functions,"std::vec::Vec<u8>",5,1
ndless-sys,foreign_functions,"u128",3,1
libvips,foreign_functions,"u128",3,1
numpress,rust_functions,"std::result::Result<(), Error>",5,1
numpress,rust_functions,"std::result::Result<usize, Error>",5,1
solana-budget-program,rust_functions,"[u8]",9,1
solana-budget-program,rust_functions,"std::result::Result<(), solana_sdk::instruction::InstructionError>",5,1
solana-budget-program,rust_functions,"dyn solana_sdk::process_instruction::InvokeContext",14,1
solana-budget-program,rust_functions,"[solana_sdk::keyed_account::KeyedAccount<'_>]",9,1
wasmcloud-nats,rust_functions,"dyn wasmcloud_provider_core::CapabilityProvider",14,1
zsplg,rust_functions,"zsplg_core::FFIResult",5,1
zsplg,rust_functions,"zsplg_core::Object",5,1
packed_simd_2,foreign_functions,"codegen::v16::u8x2",5,1
packed_simd_2,foreign_functions,"codegen::v32::u8x4",5,1
packed_simd_2,foreign_functions,"codegen::v64::u8x8",5,1
packed_simd_2,foreign_functions,"codegen::v128::u8x16",5,1
packed_simd_2,foreign_functions,"codegen::v256::u8x32",5,1
packed_simd_2,foreign_functions,"codegen::v512::u8x64",5,1
packed_simd_2,foreign_functions,"codegen::v32::u16x2",5,1
packed_simd_2,foreign_functions,"codegen::v64::u16x4",5,1
packed_simd_2,foreign_functions,"codegen::v128::u16x8",5,1
packed_simd_2,foreign_functions,"codegen::v256::u16x16",5,1
packed_simd_2,foreign_functions,"codegen::v512::u16x32",5,1
packed_simd_2,foreign_functions,"codegen::v64::u32x2",5,1
packed_simd_2,foreign_functions,"codegen::v128::u32x4",5,1
packed_simd_2,foreign_functions,"codegen::v256::u32x8",5,1
packed_simd_2,foreign_functions,"codegen::v512::u32x16",5,1
packed_simd_2,foreign_functions,"codegen::v128::u64x2",5,1
packed_simd_2,foreign_functions,"codegen::v256::u64x4",5,1
packed_simd_2,foreign_functions,"codegen::v512::u64x8",5,1
packed_simd_2,foreign_functions,"codegen::v128::u128x1",5,1
packed_simd_2,foreign_functions,"codegen::v256::u128x2",5,1
packed_simd_2,foreign_functions,"codegen::v512::u128x4",5,1
packed_simd_2,foreign_functions,"codegen::v64::f32x2",5,1
packed_simd_2,foreign_functions,"codegen::v128::f32x4",5,1
packed_simd_2,foreign_functions,"codegen::v256::f32x8",5,1
packed_simd_2,foreign_functions,"codegen::v512::f32x16",5,1
packed_simd_2,foreign_functions,"codegen::v128::f64x2",5,1
packed_simd_2,foreign_functions,"codegen::v256::f64x4",5,1
packed_simd_2,foreign_functions,"codegen::v512::f64x8",5,1
wasmcloud-fs,rust_functions,"dyn wasmcloud_provider_core::CapabilityProvider",14,1
nfc,foreign_functions,"[i8; 1024]",8,1
mesh-portal-versions,foreign_functions,"std::string::String",5,1
truncnorm,foreign_functions,"u128",3,1
lua52-sys,foreign_functions,"lua_State",5,1
fluidsynth,foreign_functions,"fn(*mut libc::c_void, *mut ffi::Struct__fluid_midi_event_t) -> i32",13,1
fluidsynth,foreign_functions,"fn(*mut libc::c_void, u32, *mut ffi::Struct__fluid_event_t, *mut ffi::Struct__fluid_sequencer_t)",13,1
mpc,foreign_functions,"mpc_c_types::mpc_parser_t",5,1
mpc,foreign_functions,"char",1,1
libsweep,foreign_functions,"SweepError",5,1
libsweep,foreign_functions,"SweepDevice",5,1
libsweep,foreign_functions,"SweepScan",5,1
vigem-sys,foreign_functions,"u128",3,1
ark-api-ffi,foreign_functions,"u128",3,1
ark-api-ffi,foreign_functions,"char",1,1
eosio_cdt_sys,foreign_functions,"u128",3,1
eosio_cdt_sys,foreign_functions,"i128",2,1
blis-sys,foreign_functions,"u128",3,1
cl-sys,foreign_functions,"char",1,1
lucet-runtime-internals,foreign_functions,"std::arch::x86_64::__m128",5,1
solana-accountsdb-plugin-postgres,rust_functions,"dyn solana_accountsdb_plugin_interface::accountsdb_plugin_interface::AccountsDbPlugin",14,1
gaborator-sys,foreign_functions,"[()]",9,1
sapp-linux,rust_functions,"str",7,1
lapacke-sys,foreign_functions,"[f32; 2]",8,1
lapacke-sys,foreign_functions,"[f64; 2]",8,1
sdl2-sys,foreign_functions,"u128",3,1
rsasl,static_items,"registry::Mechanism",5,1
euphrates_x64,foreign_functions,"[u8; 4]",8,1
euphrates_x64,foreign_functions,"[u8; 8]",8,1
ladspa_noisecoring,rust_functions,"std::option::Option<ladspa::PluginDescriptor>",5,1
libduckdb-sys,foreign_functions,"u128",3,1
fuchsia_backtrace,foreign_functions,"dyn DsoVisitor",14,1
encoding_c_mem,rust_functions,"char",1,1
onnxruntime-sys-patch,foreign_functions,"u128",3,1
psp,foreign_functions,"dyn core::any::Any + core::marker::Send",14,1
companion-service,static_items,"dyn Service + std::marker::Sync",14,1
duku,foreign_functions,"vk::MemoryRequirements2KHR",5,1
grb-sys2,foreign_functions,"GRBenv",5,1
grb-sys2,foreign_functions,"GRBmodel",5,1
skyline,foreign_functions,"for<'a, 'b> fn(&'a nro::NroInfo<'b>)",13,1
skyline,static_items,"hooks::Hook",5,1
oasis-std,foreign_functions,"oasis_types::ExtStatusCode",5,1
oasis-std,foreign_functions,"u128",3,1
wasmcloud-httpclient,rust_functions,"dyn wasmcloud_provider_core::CapabilityProvider",14,1
inmemory-keyvalue,rust_functions,"dyn codec::capabilities::CapabilityProvider",14,1
ladspa,foreign_functions,"std::option::Option<PluginDescriptor>",5,1
minimp4-sys,foreign_functions,"u128",3,1
solana-vest-program,rust_functions,"std::result::Result<(), solana_sdk::instruction::InstructionError>",5,1
solana-vest-program,rust_functions,"[solana_sdk::keyed_account::KeyedAccount<'_>]",9,1
solana-vest-program,rust_functions,"[u8]",9,1
solana-vest-program,rust_functions,"dyn solana_sdk::process_instruction::InvokeContext",14,1
libiio-sys,foreign_functions,"u128",3,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::Vec<safer_ffi::char_p::char_p_boxed>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::slice::slice_ref<'_, u8>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::boxed::slice_boxed<u8>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::Vec<ffi_utils::repr_c::Box<Document>>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::Vec<safer_ffi::boxed::slice_boxed<u8>>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::boxed::slice_boxed<usize>>",5,1
dittolive-ditto-sys,foreign_functions,"std::option::Option<safer_ffi::String>",5,1
dittolive-ditto-sys,foreign_functions,"[u8; 8]",8,1
dittolive-ditto-sys,foreign_functions,"std::boxed::Box<tokio::runtime::Handle>",5,1
dittolive-ditto-sys,foreign_functions,"std::sync::Arc<tokio::runtime::Runtime>",5,1
agora-rtm,foreign_functions,"ffi::root::agora::rtm::IRtmServiceEventHandler__bindgen_vtable",5,1
mechtron,foreign_functions,"std::result::Result<std::sync::Arc<dyn Guest>, err::GuestErr>",5,1
mechtron,foreign_functions,"cosmic_space::particle::Details",5,1
mechtron,rust_functions,"cosmic_space::loc::Uuid",5,1
mechtron,rust_functions,"cosmic_space::wasm::Timestamp",5,1
irssi-sys,foreign_functions,"u128",3,1
mp4decrypt,foreign_functions,"std::vec::Vec<u8>",5,1
mp4decrypt,foreign_functions,"std::vec::Vec<std::vec::Vec<u8>>",5,1
pen-ffi,foreign_functions,"core::option::Option<*mut core::task::Context<'_>>",5,1
tectonic_engine_bibtex,foreign_functions,"tectonic_bridge_core::CoreBridgeState<'_>",5,1
elfo-core,static_items,"message::MessageVTable",5,1
cosmic-macros,rust_functions,"cosmic_space::loc::Uuid",5,1
cosmic-macros,rust_functions,"cosmic_space::wasm::Timestamp",5,1
applevisor-sys,foreign_functions,"std::simd::Simd<i8, 16>",5,1
rcap,foreign_functions,"[Struct___va_list_tag; 1]",8,1
wasmer-runtime-core-fl,rust_functions,"types::LocalMemoryIndex",5,1
wasmer-runtime-core-fl,rust_functions,"units::Pages",5,1
wasmer-runtime-core-fl,rust_functions,"types::ImportedMemoryIndex",5,1
wasmer-runtime-core-fl,rust_functions,"types::LocalTableIndex",5,1
obs-sys,foreign_functions,"u128",3,1
tmux_plugin,foreign_functions,"u128",3,1
td_clua,foreign_functions,"lua_State",5,1
switchtec-user-sys,foreign_functions,"u128",3,1
linkbot,foreign_functions,"std::sync::Mutex<u8>",5,1
cosmic-space,foreign_functions,"wasm::Timestamp",5,1
cosmic-space,foreign_functions,"loc::Uuid",5,1
libpostal-sys,foreign_functions,"u128",3,1
externc-libm,rust_functions,"(f64, i32)",19,1
externc-libm,rust_functions,"(f32, i32)",19,1
externc-libm,rust_functions,"(f64, f64)",19,1
externc-libm,rust_functions,"(f32, f32)",19,1
fontstash-sys,foreign_functions,"u128",3,1
cuda-oxide,foreign_functions,"u128",3,1
croaring-sys-mw,foreign_functions,"u128",3,1
openldap,foreign_functions,"BerElement",5,1
openldap,foreign_functions,"LDAP",5,1
openldap,foreign_functions,"LDAPMessage",5,1
openldap,foreign_functions,"LDAPControl",5,1
mcai-onnxruntime-sys,foreign_functions,"u128",3,1
rax,foreign_functions,"rax",5,1
rax,foreign_functions,"raxIterator",5,1
pbf-reader,rust_functions,"[char]",9,1
x11nas,foreign_functions,"xlib::_XcmsColorSpace",5,1
x11nas,foreign_functions,"xlib::_XcmsFunctionSet",5,1
x11nas,foreign_functions,"xlib::XcmsColor",5,1
x11nas,foreign_functions,"xlib::_XcmsCCC",5,1
x11nas,foreign_functions,"xlib::_XkbDeviceLedInfo",5,1
x11nas,foreign_functions,"xlib::_XkbDeviceInfo",5,1
x11nas,foreign_functions,"xlib::_XkbGeometry",5,1
x11nas,foreign_functions,"xlib::_XkbColor",5,1
x11nas,foreign_functions,"xlib::_XkbDoodad",5,1
x11nas,foreign_functions,"xlib::_XkbSection",5,1
x11nas,foreign_functions,"xlib::_XkbRow",5,1
x11nas,foreign_functions,"xlib::_XkbKey",5,1
x11nas,foreign_functions,"xlib::_XkbShape",5,1
x11nas,foreign_functions,"xlib::_XkbOutline",5,1
x11nas,foreign_functions,"xlib::_XkbOverlay",5,1
x11nas,foreign_functions,"xlib::_XkbOverlayKey",5,1
x11nas,foreign_functions,"xlib::_XkbOverlayRow",5,1
x11nas,foreign_functions,"xlib::_XkbProperty",5,1
x11nas,foreign_functions,"xlib::_XkbControls",5,1
x11nas,foreign_functions,"xlib::_XkbKeyType",5,1
x11nas,foreign_functions,"xlib::_XkbGeometrySizes",5,1
x11nas,foreign_functions,"xlib::_XkbChanges",5,1
x11nas,foreign_functions,"xlib::_XkbDeviceChanges",5,1
x11nas,foreign_functions,"xlib::_XkbMapChanges",5,1
x11nas,foreign_functions,"xlib::_XkbNameChanges",5,1
x11nas,foreign_functions,"xlib::_XkbBounds",5,1
x11nas,foreign_functions,"xlib::_XkbComponentList",5,1
x11nas,foreign_functions,"xlib::_XkbComponentNames",5,1
x11nas,foreign_functions,"xlib::_XkbIndicatorMapRec",5,1
x11nas,foreign_functions,"xlib::_XkbControlsChanges",5,1
x11nas,foreign_functions,"xlib::_XkbControlsNotify",5,1
x11nas,foreign_functions,"xlib::_XkbExtensionDeviceNotify",5,1
x11nas,foreign_functions,"xlib::_XkbNamesNotify",5,1
x11nas,foreign_functions,"xlib::_XkbAction",5,1
x11nas,foreign_functions,"glx::__GLXFBConfigRec",5,1
x11nas,foreign_functions,"glx::__GLXcontextRec",5,1
x11nas,foreign_functions,"xt::_XtAppStruct",5,1
x11nas,foreign_functions,"xmu::_XmuSegment",5,1
x11nas,foreign_functions,"xmu::_XmuArea",5,1
x11nas,foreign_functions,"xt::_WidgetRec",5,1
x11nas,foreign_functions,"xmu::_XmuScanline",5,1
x11nas,foreign_functions,"xmu::_XmuDisplayQueue",5,1
x11nas,foreign_functions,"xmu::_XmuDisplayQueueEntry",5,1
x11nas,foreign_functions,"xmu::_AtomRec",5,1
x11nas,foreign_functions,"xmu::_XmuWidgetNode",5,1
x11nas,foreign_functions,"xrandr::XRRScreenConfiguration",5,1
x11nas,foreign_functions,"xt::_XtActionsRec",5,1
x11nas,foreign_functions,"xt::_XtCallbackRec",5,1
x11nas,foreign_functions,"xt::XtConvertArgRec",5,1
x11nas,foreign_functions,"xt::_WidgetClassRec",5,1
x11nas,foreign_functions,"xt::Arg",5,1
x11nas,foreign_functions,"xt::_TranslationData",5,1
x11nas,foreign_functions,"xt::SubstitutionRec",5,1
x11nas,foreign_functions,"xt::_XtResource",5,1
x11nas,foreign_functions,"xt::XtWidgetGeometry",5,1
x11nas,foreign_functions,"xt::_XtCheckpointTokenRec",5,1
x11nas,static_items,"xmu::_AtomRec",5,1
clockkit,foreign_functions,"std::string::String",5,1
luacjson,foreign_functions,"td_rlua::lua_State",5,1
rnet,static_items,"str",7,1
solana-noop-program,rust_functions,"[u8]",9,1
solana-noop-program,rust_functions,"dyn solana_sdk::process_instruction::InvokeContext",14,1
solana-noop-program,rust_functions,"std::result::Result<(), solana_sdk::instruction::InstructionError>",5,1
dittolive-ditto,rust_functions,"std::option::Option<safer_ffi::Vec<ffi_sdk::ffi_utils::repr_c::Box<ffi_sdk::Document>>>",5,1
nature_demo_converter,rust_functions,"nature_common::ConverterReturned",5,1
monotron-app,rust_functions,"(u16, u16)",19,1
monotron-app,rust_functions,"JoystickState",5,1
sidh,foreign_functions,"subtle::Choice",5,1
lava,rust_functions,"[f32; 4]",8,1
ecdh,foreign_functions,"bindings_ecdh::st_CRYPTO_EX_DATA_IMPL",5,1
ecdh,foreign_functions,"bindings_ecdh::hostent",5,1
ecdh,foreign_functions,"bindings_ecdh::bignum_ctx",5,1
ecdh,foreign_functions,"bindings_ecdh::bn_blinding_st",5,1
ecdh,foreign_functions,"bindings_ecdh::evp_pkey_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ec_key_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ASN1_ITEM_st",5,1
ecdh,foreign_functions,"bindings_ecdh::x509_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ASN1_VALUE_st",5,1
ecdh,foreign_functions,"bindings_ecdh::conf_st",5,1
ecdh,foreign_functions,"bindings_ecdh::v3_ext_ctx",5,1
ecdh,foreign_functions,"bindings_ecdh::asn1_pctx_st",5,1
ecdh,foreign_functions,"bindings_ecdh::evp_cipher_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ec_method_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ec_group_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ec_point_st",5,1
ecdh,foreign_functions,"bindings_ecdh::ecdh_method",5,1
ecdh,foreign_functions,"bindings_sha::SHA512state_st",5,1
abi_stable,rust_functions,"external_types::crossbeam_channel::errors::RRecvError",5,1
abi_stable,rust_functions,"()",19,1
abi_stable,rust_functions,"library::c_abi_testing::types::MyUnit",5,1
abi_stable,rust_functions,"marker_type::UnsafeIgnoredType<std::collections::hash_map::OccupiedEntry<'_, K, V>>",5,1
abi_stable,rust_functions,"marker_type::UnsafeIgnoredType<std::collections::hash_map::VacantEntry<'_, K, V>>",5,1
abi_stable,rust_functions,"marker_type::NotCopyNotClone",5,1
wasmcloud-redis,rust_functions,"dyn codec::CapabilityProvider",14,1
hactool-sys,foreign_functions,"u128",3,1
gary-plugin-docker,rust_functions,"dyn core::plugins::runtime::RuntimePlugin",14,1
libyang2-sys,foreign_functions,"u128",3,1
onload,foreign_functions,"binding::zfur",5,1
onload,foreign_functions,"binding::zfut",5,1
onload,foreign_functions,"binding::zftl",5,1
onload,foreign_functions,"binding::zft",5,1
libpcap,foreign_functions,"clib::pcap",5,1
wascc-telnet,rust_functions,"dyn codec::capabilities::CapabilityProvider",14,1
wascc-logging,rust_functions,"dyn codec::capabilities::CapabilityProvider",14,1
open-cl-sys,foreign_functions,"u128",3,1
ffmpeg-dev,foreign_functions,"u128",3,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiSimplePoll",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiPoll",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiServiceResolver",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiAddress",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiStringList",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiThreadedPoll",5,1
multicast_dns,foreign_functions,"bindings::avahi::types::AvahiEntryGroup",5,1
tea-keyvalue-provider,rust_functions,"dyn codec::capabilities::CapabilityProvider",14,1
pxtone-sys,foreign_functions,"u128",3,1
xiapi-sys,foreign_functions,"u128",3,1
rust-mio,foreign_functions,"u128",3,1
remote-trait-object,static_items,"(&str, &str, fn(u32))",19,1
openslide-rs,foreign_functions,"bindings::OpenSlideT",5,1
range-encoding,rust_functions,"std::result::Result<(), std::io::Error>",5,1
range-encoding,rust_functions,"std::result::Result<u8, std::io::Error>",5,1
range-encoding,rust_functions,"std::result::Result<i32, std::io::Error>",5,1
cognitive-services-speech-sdk-rs,foreign_functions,"ffi::_azac_empty",5,1
rust-sqlite,foreign_functions,"[ffi::Struct___va_list_tag; 1]",8,1
qurs,foreign_functions,"u128",3,1
cxx-demo,foreign_functions,"std::vec::Vec<std::string::String>",5,1
jsonnet,foreign_functions,"ffi::command::JsonnetVm",5,1
nature-demo,rust_functions,"nature::domain::ConverterReturned",5,1
nature-demo,rust_functions,"std::result::Result<nature::domain::Instance, nature::domain::NatureError>",5,1
nature-demo,rust_functions,"std::result::Result<std::vec::Vec<nature::domain::Instance>, nature::domain::NatureError>",5,1
coco-sys,foreign_functions,"u128",3,1
wasmcloud-logging,rust_functions,"dyn wasmcloud_provider_core::CapabilityProvider",14,1
plerkle,rust_functions,"dyn solana_geyser_plugin_interface::geyser_plugin_interface::GeyserPlugin",14,1
sgx_types,foreign_functions,"char",1,1
cloudabi,foreign_functions,"(*mut (), usize)",19,1
cloudabi,foreign_functions,"(*const (), usize)",19,1
cloudabi,foreign_functions,"(*const iovec, usize)",19,1
cloudabi,foreign_functions,"(*const ciovec, usize)",19,1
nobs-vk,rust_functions,"[f32; 4]",8,1
gnulightning-sys,foreign_functions,"u128",3,1
td_clua_ext,foreign_functions,"td_rlua::lua_State",5,1
mysqlbinlog,rust_functions,"[FieldInfo]",9,1
clips-sys,foreign_functions,"u128",3,1
rusty_libimobiledevice,foreign_functions,"bindings::ssl_data_private",5,1
rustchord,foreign_functions,"u128",3,1
uring-sys2,foreign_functions,"libc::open_how",5,1
spooles_ffi,foreign_functions,"u128",3,1
cosmic-hyperspace,rust_functions,"std::string::String",5,1
cosmic-hyperspace,rust_functions,"chrono::DateTime<chrono::Utc>",5,1
nature_integrate_test_converter,rust_functions,"nature_common::ConverterReturned",5,1
wasmtime-runtime,foreign_functions,"std::marker::PhantomPinned",5,1
solana-exchange-program,rust_functions,"[u8]",9,1
solana-exchange-program,rust_functions,"dyn solana_sdk::process_instruction::InvokeContext",14,1
solana-exchange-program,rust_functions,"std::result::Result<(), solana_sdk::instruction::InstructionError>",5,1
sleef-trig-sys,foreign_functions,"std::arch::x86_64::__m128d",5,1
sleef-trig-sys,foreign_functions,"std::arch::x86_64::__m256d",5,1
solana-failure-program,rust_functions,"dyn solana_sdk::process_instruction::InvokeContext",14,1
solana-failure-program,rust_functions,"std::result::Result<(), solana_sdk::instruction::InstructionError>",5,1
solana-failure-program,rust_functions,"[u8]",9,1
mech-math,rust_functions,"mech_core::Table",5,1
mech-math,rust_functions,"std::vec::Vec<(std::string::String, mech_core::Table)>",5,1
redis-cell,foreign_functions,"redis::raw::RedisModuleCtx",5,1
redis-cell,foreign_functions,"redis::raw::Status",5,1
redis-cell,static_items,"redis::raw::ReplyType",5,1
redis-cell,static_items,"redis::raw::RedisModuleCallReply",5,1
redis-cell,static_items,"redis::raw::RedisModuleKey",5,1
redis-cell,static_items,"redis::raw::Status",5,1
redis-cell,static_items,"redis::raw::RedisModuleString",5,1
redis-cell,static_items,"redis::raw::RedisModuleCtx",5,1
redis-cell,rust_functions,"redis::raw::Status",5,1
nature_integrate_test_executor,rust_functions,"nature::domain::ConverterReturned",5,1
nature_integrate_test_executor,rust_functions,"std::result::Result<nature::domain::Instance, nature::domain::NatureError>",5,1
nature_integrate_test_executor,rust_functions,"std::result::Result<std::vec::Vec<nature::domain::Instance>, nature::domain::NatureError>",5,1
trezor-crypto-sys,foreign_functions,"u128",3,1
flac-sys,foreign_functions,"u128",3,1
czmq-sys,foreign_functions,"[ffi::Struct___va_list_tag; 1]",8,1
czmq-sys,foreign_functions,"[i32; 37]",8,1
czmq-sys,foreign_functions,"[i32; 38]",8,1
czmq-sys,foreign_functions,"[u8; 16]",8,1
czmq-sys,foreign_functions,"[i8; 37]",8,1
czmq-sys,foreign_functions,"[i8; 4096]",8,1
czmq-sys,foreign_functions,"[ffi::Struct_vm_read_entry; 256]",8,1
czmq-sys,foreign_functions,"[i8; 512]",8,1
palombe,rust_functions,"std::ffi::CString",5,1
webots-bindings,foreign_functions,"u128",3,1
hacl-star-sys,foreign_functions,"[u64; 2]",8,1
agora-rtm-sdk,foreign_functions,"ffi::root::agora::rtm::IRtmServiceEventHandler__bindgen_vtable",5,1
intertrait,static_items,"fn() -> (std::any::TypeId, std::boxed::Box<dyn std::any::Any + std::marker::Send + std::marker::Sync>)",13,1
virtualization-rs,foreign_functions,"block::Block<(), ()>",5,1
mtbl-sys,foreign_functions,"mtbl_iter",5,1
mtbl-sys,foreign_functions,"mtbl_source",5,1
mtbl-sys,foreign_functions,"mtbl_writer",5,1
mtbl-sys,foreign_functions,"mtbl_writer_options",5,1
mtbl-sys,foreign_functions,"mtbl_reader_options",5,1
mtbl-sys,foreign_functions,"mtbl_reader",5,1
mtbl-sys,foreign_functions,"mtbl_metadata",5,1
mtbl-sys,foreign_functions,"mtbl_merger",5,1
mtbl-sys,foreign_functions,"mtbl_merger_options",5,1
mtbl-sys,foreign_functions,"mtbl_fileset",5,1
mtbl-sys,foreign_functions,"mtbl_fileset_options",5,1
mtbl-sys,foreign_functions,"mtbl_sorter_options",5,1
mtbl-sys,foreign_functions,"mtbl_sorter",5,1
